~classes
ids,id
UGLB_USA_Inf_Cdr_Army	1
UGLB_USA_Inf_Cdr_Wing	2
UGLB_USA_Inf_Cdr_Corps	3
UGLB_USA_Inf_Cdr_Div	4
UGLB_USA_Inf_Cdr_Brig	5
UGLB_USA_Inf_1	6
UGLB_USA_Inf_2	7
UGLB_USA_Inf_3	8
UGLB_USA_Inf_4	9
UGLB_USA_Inf_5	10
UGLB_USA_Inf_6	11
UGLB_USA_Inf_7	12
UGLB_USA_Inf_8	13
UGLB_USA_Cav_Cdr_Corps	14
UGLB_USA_Cav_Cdr_Div	15
UGLB_USA_Cav_Cdr_Brig	16
UGLB_USA_Cav_1	17
UGLB_USA_Cav_2	18
UGLB_USA_Cav_3	19
UGLB_USA_Cav_4	20
UGLB_USA_Cav_Dismount_1	21
UGLB_USA_Cav_Dismount_2	22
UGLB_USA_Cav_Dismount_3	23
UGLB_USA_Cav_Dismount_4	24
UGLB_USA_Art_Cdr_Res	25
UGLB_USA_Art_Cdr_Bn	26
UGLB_USA_Art_Cdr_Bty	27
UGLB_USA_Art_Gun_1	28
UGLB_USA_Art_Gun_2	29
UGLB_USA_Art_Gun_3	30
UGLB_USA_Art_Gun_4	31
UGLB_USA_Art_Gun_5	32
UGLB_USA_Art_Gun_6	33
UGLB_USA_Art_Limbered_1	34
UGLB_USA_Art_Limbered_2	35
UGLB_USA_Art_Limbered_3	36
UGLB_USA_Art_Limbered_4	37
UGLB_USA_Art_Limbered_5	38
UGLB_USA_Art_Limbered_6	39
UGLB_USA_Wagon	40
U_Courier	41
UGLB_CSA_Inf_Cdr_Army	42
UGLB_CSA_Inf_Cdr_Wing	43
UGLB_CSA_Inf_Cdr_Corps	44
UGLB_CSA_Inf_Cdr_Div	45
UGLB_CSA_Inf_Cdr_Brig	46
UGLB_CSA_Inf_1	47
UGLB_CSA_Inf_2	48
UGLB_CSA_Inf_3	49
UGLB_CSA_Inf_4	50
UGLB_CSA_Inf_5	51
UGLB_CSA_Inf_6	52
UGLB_CSA_Cav_Cdr_Corps	53
UGLB_CSA_Cav_Cdr_Div	54
UGLB_CSA_Cav_Cdr_Brig	55
UGLB_CSA_Cav_1	56
UGLB_CSA_Cav_2	57
UGLB_CSA_Cav_3	58
UGLB_CSA_Cav_4	59
UGLB_CSA_Cav_Dismount_1	60
UGLB_CSA_Cav_Dismount_2	61
UGLB_CSA_Cav_Dismount_3	62
UGLB_CSA_Cav_Dismount_4	63
UGLB_CSA_Art_Cdr_Res	64
UGLB_CSA_Art_Cdr_Bn	65
UGLB_CSA_Art_Cdr_Bty	66
UGLB_CSA_Art_Gun_1	67
UGLB_CSA_Art_Gun_2	68
UGLB_CSA_Art_Gun_3	69
UGLB_CSA_Art_Gun_4	70
UGLB_CSA_Art_Gun_5	71
UGLB_CSA_Art_Gun_6	72
UGLB_CSA_Art_Limbered_1	73
UGLB_CSA_Art_Limbered_2	74
UGLB_CSA_Art_Limbered_3	75
UGLB_CSA_Art_Limbered_4	76
UGLB_CSA_Art_Limbered_5	77
UGLB_CSA_Art_Limbered_6	78
UGLB_CSA_Wagon	79
C_Courier	80
UGLB_CSA_DCav_1	81
UGLB_CSA_DCav_2	82
UGLB_CSA_DCav_3	83
UGLB_CSA_DCav_4	84
UGLB_USA_DCav_1	85
UGLB_USA_DCav_2	86
UGLB_USA_DCav_3	87
UGLB_USA_DCav_4	88
UGLB_CSA_Cav_Cdr_Div_SL	89
UGLB_CSA_Cav_Cdr_Brig_SL	90
UGLB_USA_Cav_Cdr_Div_SL	91
UGLB_USA_Cav_Cdr_Brig_SL	92
UGLB_BZ_Inf_1	93
UGLB_BZ_Inf_2	94
UGLB_BZ_Inf_3	95
UGLB_CSA_Inf_GCM_Stonewall	96
UGLB_CSA_Inf_GCM_Texas	97
UGLB_CSA_Inf_GCM_West_0	98
UGLB_CSA_Inf_GCM_West_1	99
UGLB_CSA_Inf_GCM_West_2	100
UGLB_CSA_Inf_GCM_West_3	101
UGLB_CSA_Inf_GCM_West_4	102
UGLB_CSA_Inf_GCM_West_5	103
UGLB_CSA_Inf_GCM_West_6	104
UGLB_CSA_Inf_GCM_West_7	105
UGLB_CSA_Inf_GCM_West_8	106
UGLB_CSA_Inf_GCM_West_9	107
UGLB_CSA_Inf_GCM_West_Vet_0	108
UGLB_CSA_Inf_GCM_West_Vet_1	109
UGLB_CSA_Inf_GCM_West_Vet_2	110
UGLB_CSA_Inf_GCM_West_Vet_3	111
UGLB_CSA_Inf_GCM_West_Vet_4	112
UGLB_CSA_Inf_GCM_West_Vet_5	113
UGLB_CSA_Inf_GCM_West_Vet_6	114
UGLB_CSA_Inf_GCM_West_Vet_7	115
UGLB_CSA_Inf_GCM_West_Vet_8	116
UGLB_CSA_Inf_GCM_West_Vet_9	117
UGLB_CSA_Inf_GCM_East_0	118
UGLB_CSA_Inf_GCM_East_1	119
UGLB_CSA_Inf_GCM_East_2	120
UGLB_CSA_Inf_GCM_East_3	121
UGLB_CSA_Inf_GCM_East_4	122
UGLB_CSA_Inf_GCM_East_5	123
UGLB_CSA_Inf_GCM_East_6	124
UGLB_CSA_Inf_GCM_East_7	125
UGLB_CSA_Inf_GCM_East_8	126
UGLB_CSA_Inf_GCM_East_9	127
UGLB_CSA_Inf_GCM_East_Vet_0	128
UGLB_CSA_Inf_GCM_East_Vet_1	129
UGLB_CSA_Inf_GCM_East_Vet_2	130
UGLB_CSA_Inf_GCM_East_Vet_3	131
UGLB_CSA_Inf_GCM_East_Vet_4	132
UGLB_CSA_Inf_GCM_East_Vet_5	133
UGLB_CSA_Inf_GCM_East_Vet_6	134
UGLB_CSA_Inf_GCM_East_Vet_7	135
UGLB_CSA_Inf_GCM_East_Vet_8	136
