~flags
ids,id
GFX_CS_National	1
GFX_CS_National_Regt	2
GFX_CS_National_Cav	3
GFX_CS_National_Art	4
GFX_US_1C_Art	5
GFX_US_1C_HQ	6
GFX_US_1C1D	7
GFX_US_1C1D1B	8
GFX_US_1C1D2B	9
GFX_US_1C2D	10
GFX_US_1C2D1B	11
GFX_US_1C2D2B	12
GFX_US_1C3D	13
GFX_US_1C3D1B	14
GFX_US_1C3D2B	15
GFX_US_1C3D3B	16
GFX_US_2C_Art	17
GFX_US_2C_HQ	18
GFX_US_2C1D	19
GFX_US_2C1D1B	20
GFX_US_2C1D2B	21
GFX_US_2C1D3B	22
GFX_US_2C1D4B	23
GFX_US_2C2D	24
GFX_US_2C2D1B	25
GFX_US_2C2D2B	26
GFX_US_2C2D3B	27
GFX_US_2C3D	28
GFX_US_2C3D1B	29
GFX_US_2C3D2B	30
GFX_US_2C3D3B	31
GFX_US_3C_Art	32
GFX_US_3C_HQ	33
GFX_US_3C1D	34
GFX_US_3C1D1B	35
GFX_US_3C1D2B	36
GFX_US_3C1D3B	37
GFX_US_3C2D	38
GFX_US_3C2D1B	39
GFX_US_3C2D2B	40
GFX_US_3C2D3B	41
GFX_US_5C_Art	42
GFX_US_5C_HQ	43
GFX_US_5C1D	44
GFX_US_5C1D1B	45
GFX_US_5C1D2B	46
GFX_US_5C1D3B	47
GFX_US_5C2D	48
GFX_US_5C2D1B	49
GFX_US_5C2D2B	50
GFX_US_5C2D3B	51
GFX_US_5C3D	52
GFX_US_5C3D1B	53
GFX_US_5C3D3B	54
GFX_US_6C_Art	55
GFX_US_6C_HQ	56
GFX_US_6C1D	57
GFX_US_6C1D1B	58
GFX_US_6C1D2B	59
GFX_US_6C1D3B	60
GFX_US_6C2D	61
GFX_US_6C2D2B	62
GFX_US_6C2D3B	63
GFX_US_6C3D	64
GFX_US_6C3D1B	65
GFX_US_6C3D2B	66
GFX_US_6C3D3B	67
GFX_US_11C_Art	68
GFX_US_11C_HQ	69
GFX_US_11C1D	70
GFX_US_11C1D1B	71
GFX_US_11C1D2B	72
GFX_US_11C2D	73
GFX_US_11C2D1B	74
GFX_US_11C2D2B	75
GFX_US_11C3D	76
GFX_US_11C3D1B	77
GFX_US_11C3D2B	78
GFX_US_12C_Art	79
GFX_US_12C_HQ	80
GFX_US_12C1D	81
GFX_US_12C1D1B	82
GFX_US_12C1D2B	83
GFX_US_12C1D3B	84
GFX_US_12C2D	85
GFX_US_12C2D1B	86
GFX_US_12C2D2B	87
GFX_US_12C2D3B	88
GFX_US_Cav_1C	89
GFX_US_Cav_1C1D	90
GFX_US_Cav_1C1D1B	91
GFX_US_Cav_1C1D2B	92
GFX_US_Cav_1C1D3B	93
GFX_US_Cav_1C2D	94
GFX_US_Cav_1C2D1B	95
GFX_US_Cav_1C2D2B	96
GFX_US_Cav_1C2D3B	97
GFX_US_Cav_1C3D	98
GFX_US_Cav_1C3D1B	99
GFX_US_Cav_1C3D2B	100
GFX_US_Cav_Art	101
GFX_US_Cav_Art_1B	102
GFX_US_Cav_Art_2B	103
GFX_US_Art_Res_1BR	104
GFX_US_Art_Res_1BV	105
GFX_US_Art_Res_2BV	106
GFX_US_Art_Res_3BV	107
GFX_US_Art_Res_4BV	108
GFX_US_CT	109
GFX_US_CT_Regt	110
GFX_US_DE	111
GFX_US_DE_Regt	112
GFX_US_IA	113
GFX_US_IA_Regt	114
GFX_US_IN	115
GFX_US_IN_Regt	116
GFX_US_MA	117
GFX_US_MA_Regt	118
GFX_US_MD	119
GFX_US_MD_Regt	120
GFX_US_ME	121
GFX_US_ME_Regt	122
GFX_US_MI	123
GFX_US_MI_Regt	124
GFX_US_NH	125
GFX_US_NH_Regt	126
GFX_US_NJ	127
GFX_US_NJ_Regt	128
GFX_US_NY	129
GFX_US_NY_Regt	130
GFX_US_PA	131
GFX_US_PA_Regt	132
GFX_US_RI	133
GFX_US_RI_Regt	134
GFX_US_VT	135
GFX_US_VT_Regt	136
GFX_US_Custer	137
GFX_US_Eagle	138
GFX_US_Eagle_Regt	139
GFX_US_Hunt	140
GFX_US_Irish_Regt	141
GFX_US_National	142
GFX_US_National_Regt	143
GFX_US_National_Cav	144
GFX_CS_National_Battery	145
GFX_CS_National_Brigade	146
GFX_CS_National_Division	147
GFX_CS_National_Corps	148
GFX_CS_National_Army	149
